NÍVEL DE ESCOLARIDADE,FAMÍLIA,Ocupações em geral,ACADEMIA DA SAÚDE,CENTRAL DE REGUALAÇÃO,CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS,CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF,CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA,CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS,CENTRO DE PARTO NORMAL,CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE,CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA,CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO,CONSULTORIO,COOPERATIVA,FARMACIA,HOSPITAL ESPECIALIZADO,HOSPITAL GERAL,HOSPITAL DIA,LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN,LABORATORIO DE SAUDE PUBLICA,POLICLINICA,OFICINA ORTOPEDICA,POSTO DE SAUDE,PRONTO ANTEDIMENTO,PRONTO SOCORRO ESPECIALIZADO,PRONTO SOCORRO GERAL,SECRETARIA DE SAUDE,SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE),UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA,UNIDADE DE ATENCAO EM REGIME RESIDENCIAL,UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA,UNIDADE DE VIGILANCIA EM SAUDE,UNIDADE MISTA,UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI,UNIDADE MOVEL FLUVIAL,UNIDADE MOVEL TERRESTRE,TELESAÚDE,Total
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Tecnico em administração,-,63,4,-,76,160,-,215,4,142,4,1,19,200,1264,1,1,5,127,7,2,58,1,33,354,1,1,1,90,30,5,-,-,2,-,2871
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Técnico em manutenção de equipamentos de informática,1,11,2,-,1,3,-,26,-,43,2,-,1,57,400,7,-,-,29,-,2,42,4,3,246,1,4,-,44,4,3,-,-,-,2,938
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Tecnico em secretariado,-,1,1,1,-,4,-,8,-,86,30,-,-,71,356,2,3,-,24,-,-,-,-,3,33,4,12,-,53,-,2,-,-,-,1,695
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Tecnico em segurança do trabalho,-,-,7,-,2,2,-,18,4,302,84,1,2,165,1117,12,4,2,75,-,-,51,5,16,94,2,-,-,27,46,6,-,-,-,-,2044
PESSOAL ADMINISTRATIVO, ADMINISTRAÇÃO,Telefonista,-,337,2036,1,8,7,-,177,1,310,16,4,3,252,1421,32,-,3,185,-,11,48,9,17,315,7,-,-,147,10,18,123,-,49,-,5547
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,,26,17,69,5,12,395,5,2424,1,806,103,36,67,1187,9492,114,5,9,228,-,208,592,13,146,542,8,54,1,378,109,305,40,5,1,-,17403
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Agente de higiene e segurança,5,5,11,2,3,71,3,337,-,166,1,-,5,146,1767,46,3,1,41,-,27,164,-,48,61,-,1,-,52,26,67,12,1,-,-,3072
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Ajustador mecanico,-,-,-,-,-,-,-,-,-,-,-,-,-,4,17,-,-,-,1,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,25
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Atendente de lavanderia,-,-,-,-,-,-,-,4,-,3,4,-,-,62,118,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,16,-,-,-,-,211
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Auxiliar de lavanderia,1,-,-,-,-,9,2,106,-,29,7,8,-,469,2911,10,-,-,12,-,12,32,1,20,12,1,5,-,17,2,68,-,-,-,-,3734
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Eletricista de instalações,-,-,-,-,1,-,-,6,-,8,-,-,1,45,320,-,-,-,3,-,1,8,7,1,52,-,-,-,8,-,5,-,-,-,-,466
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Empregado doméstico nos serviços gerais,9,10,41,1,3,223,-,1159,1,349,66,27,29,84,1149,12,1,6,128,-,93,215,-,51,218,4,44,1,175,49,59,14,3,1,-,4225
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Encanador,-,-,-,-,-,1,-,2,-,-,1,-,-,14,136,4,-,1,2,-,1,2,-,-,15,-,-,-,1,1,-,-,-,-,-,181
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Jardineiro,-,-,-,-,-,7,-,8,-,14,-,-,-,20,119,5,-,-,3,-,-,4,-,1,14,-,-,-,-,1,2,-,-,-,-,198
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,"Lavadeiro, em geral",-,-,5,-,-,2,-,21,-,8,3,-,-,31,512,-,-,-,3,-,1,12,-,3,2,-,-,-,2,-,18,-,-,-,-,623
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Lavador de roupas à máquina,-,-,1,-,3,-,-,3,-,2,-,1,-,41,417,1,-,-,1,-,-,2,-,-,-,-,-,-,1,-,8,-,-,-,-,481
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Marceneiro,-,-,-,-,-,3,-,5,-,4,-,-,-,15,123,2,-,-,1,-,-,-,2,-,6,-,-,-,-,-,-,-,-,-,-,161
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Operador de caldeira,-,-,-,-,-,-,-,-,-,-,-,-,-,6,134,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,141
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Passador de roupas em geral,-,-,-,-,-,-,-,-,-,-,1,-,-,4,110,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,117
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Pedreiro,2,-,-,-,-,3,-,5,-,3,-,-,2,41,410,2,-,-,2,-,-,1,1,1,43,-,-,-,2,2,1,-,-,-,-,521
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Pintor a pincel e rolo (exceto obras e estruturas metálicas),-,-,-,-,-,-,-,-,-,2,-,-,-,10,24,-,-,-,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,40
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Servente de obras,-,-,1,-,-,3,-,27,-,15,-,-,2,25,321,2,-,1,10,-,1,6,1,-,16,1,-,-,2,2,-,-,-,-,-,436
PESSOAL ADMINISTRATIVO, SERVIÇO DE LIMPEZA/CONSERVAÇÃO,Zelador de edificio,9,2,10,2,2,73,-,741,-,203,20,-,28,170,904,30,1,-,18,-,72,145,-,20,97,2,3,-,118,26,60,14,1,-,-,2771
PESSOAL ADMINISTRATIVO, SEGURANÇA,,47,27,51,10,61,911,12,3865,5,723,33,12,34,781,5244,80,1,8,432,-,395,1178,14,107,649,12,74,-,110,133,357,80,2,1,-,15449
PESSOAL ADMINISTRATIVO, SEGURANÇA,Agente de pátio,-,1,-,-,2,4,-,20,-,7,-,-,-,37,36,-,-,2,13,-,2,1,-,-,6,-,-,-,1,2,3,-,-,-,-,137
PESSOAL ADMINISTRATIVO, SEGURANÇA,Agente de segurança,-,3,-,-,5,119,-,208,-,18,-,-,1,90,366,8,-,2,22,-,7,208,-,8,22,-,2,-,5,3,7,5,-,-,-,1109
PESSOAL ADMINISTRATIVO, SEGURANÇA,Agente de segurança penitenciária,-,-,-,-,-,-,-,44,-,6,6,-,-,1,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61
PESSOAL ADMINISTRATIVO, SEGURANÇA,Guarda-civil municipal,-,1,-,-,-,19,-,34,-,20,-,-,-,18,44,-,-,-,1,-,8,-,4,-,107,-,-,-,1,2,10,-,-,-,-,269
PESSOAL ADMINISTRATIVO, SEGURANÇA,Guardador de veículos,-,-,-,-,-,-,-,1,-,5,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9
PESSOAL ADMINISTRATIVO, SEGURANÇA,Porteiro de edifícios,5,2,7,-,4,88,-,453,-,146,8,12,1,245,2095,54,-,-,99,-,2,364,9,34,49,11,2,-,42,9,26,-,-,-,-,3767
PESSOAL ADMINISTRATIVO, SEGURANÇA,Vigia,40,14,13,7,8,496,8,2420,4,428,12,-,31,272,1785,11,1,1,175,-,298,395,-,46,334,1,25,-,47,98,209,52,2,-,-,7233
PESSOAL ADMINISTRATIVO, SEGURANÇA,Vigilante,2,6,31,3,42,185,4,685,1,93,7,-,1,116,918,7,-,3,121,-,74,210,1,19,131,-,45,-,14,19,102,23,-,1,-,2864
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,,1912,726,754,719,952,10524,50,76028,106,10355,1264,109,904,9075,59124,714,169,993,3731,7,5767,5245,210,1182,41782,332,4447,123,10610,32841,2209,1945,139,459,37,285544
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Acabador de calçados,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Ascensorista,-,-,-,-,-,-,-,5,-,5,-,-,-,19,296,-,-,-,6,-,-,2,2,-,1,-,1,-,2,-,2,-,-,-,-,341
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Copeiro,1,2,10,-,29,107,6,135,1,217,7,-,2,152,1731,25,-,3,75,-,4,189,5,28,54,2,5,-,65,10,21,6,-,-,-,2892
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Copeiro de hospital,-,1,-,-,1,5,-,1,-,34,2,-,-,542,5550,17,-,-,8,-,-,74,2,8,-,-,-,-,4,1,39,3,-,-,-,6292
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Costureira de reparação de roupas,-,-,-,-,-,1,-,1,-,1,-,-,-,27,200,1,-,-,3,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,238
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Costureiro na confecção em serie,-,-,-,-,-,1,-,-,-,3,-,-,-,10,109,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Cozinhador conservação de alimentos,-,-,-,-,-,-,-,4,-,5,1,-,-,32,192,-,-,-,3,-,-,-,-,-,1,-,-,-,-,-,4,-,-,1,-,243
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Cozinheiro de embarcações,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,5
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Cozinheiro de hospital,-,-,-,-,-,21,5,10,-,14,3,1,-,344,3457,7,-,-,7,-,1,56,3,26,1,-,2,-,3,1,195,1,-,-,-,4158
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Cozinheiro geral,-,-,5,-,8,434,2,97,-,158,34,-,1,161,763,9,-,-,31,-,11,74,-,61,27,8,50,9,7,3,58,5,5,2,-,2023
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Motorista de carro de passeio,1,64,44,15,69,109,5,1224,3,272,18,12,26,210,1219,12,6,11,201,-,132,220,5,46,2928,51,129,2,123,301,171,54,-,79,-,7762
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Motorista de furgão ou veículo similar,-,216,96,-,8,47,3,1342,6,266,28,-,5,197,1971,9,1,3,217,-,133,518,7,132,1832,24,70,-,31,138,307,738,-,108,-,8453
PESSOAL ADMINISTRATIVO, OUTRAS OCUPAÇÕES ADMINISTRATIVAS,Trabalhador de serviços de manutenção,1910,443,599,704,837,9799,29,73209,96,9380,1171,96,870,7381,43635,633,162,976,3180,7,5486,4112,186,879,36938,247,4190,112,10375,32387,1410,1138,129,269,37,253012
Total,,,2983,10076,7879,5764,7492,46721,318,698933,2008,208402,134411,11494,11456,145886,999370,13084,864,4478,77062,61,54981,85004,9210,21472,121392,6211,9949,331,92874,50359,20975,35317,706,4991,306,2902820
